Caso 1: N=550307962409600896, O=449999999999999999
Caso 1582: N=394802610798638656, O=389999999999999999
Caso 1583: N=653594217319795968, O=599999999999999999
Caso 1584: N=679920197428684032, O=678899999999999999
Caso 1585: N=546191055161710080, O=499999999999999999
Caso 1586: N=720363240381290624, O=699999999999999999
Caso 1587: N=812487335157530112, O=799999999999999999
Caso 1588: N=299538429758373504, O=288999999999999999
Caso 1589: N=938230916434955264, O=899999999999999999
Caso 1590: N=827995382258468352, O=799999999999999999
Caso 1591: N=901180469690743680, O=899999999999999999
Caso 1592: N=6340823097525816, O=5999999999999999
Caso 1593: N=366722573019038336, O=366699999999999999
Caso 1594: N=720404253700804352, O=699999999999999999
Caso 1595: N=802433271884807936, O=799999999999999999
Caso 1596: N=643021573932653440, O=599999999999999999
Caso 1597: N=198111108846135264, O=189999999999999999
Caso 1598: N=635657435900000512, O=599999999999999999
Caso 1599: N=325110939650160128, O=299999999999999999
Caso 1600: N=105606640858235120, O=99999999999999999
Caso 1601: N=82139166846296304, O=79999999999999999
Caso 1602: N=1205671882005265, O=1199999999999999
Caso 1603: N=107349457813342480, O=99999999999999999
Caso 1604: N=216982951384742208, O=199999999999999999
Caso 1605: N=345050967549552192, O=344999999999999999
Caso 1606: N=259734756440081024, O=258999999999999999
Caso 1607: N=949177026106034816, O=899999999999999999
Caso 1608: N=100020691242628688, O=99999999999999999
Caso 1609: N=797557649212941312, O=789999999999999999
Caso 1610: N=34530135924419448, O=34499999999999999
Caso 1611: N=946813846250273664, O=899999999999999999
Caso 1612: N=24317636478720204, O=23999999999999999
Caso 1613: N=746291111705743872, O=699999999999999999
Caso 1614: N=591294137416702464, O=589999999999999999
Caso 1615: N=672943966992146304, O=669999999999999999
Caso 1616: N=767978282304323584, O=699999999999999999
Caso 1617: N=572668191258896448, O=569999999999999999
Caso 1618: N=448863113927532288, O=447799999999999999
Caso 1619: N=175572424870988448, O=169999999999999999
Caso 1620: N=509472927249642880, O=499999999999999999
Caso 1621: N=974532875319272192, O=899999999999999999
Caso 1622: N=293030087427135104, O=289999999999999999
Caso 1623: N=752651642553824384, O=699999999999999999
Caso 1624: N=144504272514721088, O=144499999999999999
Caso 1625: N=853639076466297728, O=799999999999999999
Caso 1626: N=55685742703041832, O=55679999999999999
Caso 1627: N=300481242081948032, O=299999999999999999
Caso 1628: N=708942969698093056, O=699999999999999999
Caso 1629: N=875982099193516672, O=799999999999999999
Caso 1630: N=135748883889352352, O=135699999999999999
Caso 1631: N=530955648711094336, O=499999999999999999
Caso 1632: N=281275155139167904, O=279999999999999999
Caso 1633: N=932182205941804416, O=899999999999999999
Caso 1634: N=258865221914550848, O=257799999999999999
Caso 1635: N=506054385300675904, O=499999999999999999
Caso 1636: N=336638756672778112, O=335599999999999999
Caso 1637: N=81568991623024112, O=79999999999999999
Caso 1638: N=399610689574487616, O=388999999999999999
Caso 1639: N=747539967857182464, O=699999999999999999
Caso 1640: N=29407508472868216, O=28999999999999999
Caso 1641: N=76310370574393168, O=69999999999999999
Caso 1642: N=522944184494563840, O=499999999999999999
Caso 1643: N=645649136065405440, O=599999999999999999
Caso 1644: N=292414978176429888, O=289999999999999999
Caso 1645: N=230875730702072000, O=229999999999999999
Caso 1646: N=640911455546064896, O=599999999999999999
Caso 1647: N=12632538373332336, O=12599999999999999
Caso 1648: N=958293426367099520, O=899999999999999999
Caso 1649: N=227317741292519264, O=226999999999999999
Caso 1650: N=826110351604657792, O=799999999999999999
Caso 1651: N=405319694524948096, O=399999999999999999
Caso 1652: N=332034801324194624, O=229999999999999999
Caso 1653: N=428302695091850048, O=399999999999999999
Caso 1654: N=375185473599675264, O=369999999999999999
Caso 1655: N=275454759645271104, O=269999999999999999
Caso 1656: N=773764947910722560, O=669999999999999999
Caso 1657: N=407514779050078464, O=399999999999999999
Caso 1658: N=273627337095150304, O=269999999999999999
Caso 1659: N=97370452352122048, O=89999999999999999
Caso 1660: N=886853840722935552, O=779999999999999999
Caso 1661: N=701004705552271232, O=699999999999999999
Caso 1662: N=477410070870842752, O=466999999999999999
Caso 1663: N=369636479731432320, O=368999999999999999
Caso 1664: N=848868093246958720, O=799999999999999999
Caso 1665: N=233248665587765024, O=222999999999999999
Caso 1666: N=297508438721355456, O=289999999999999999
Caso 1667: N=790640333291170944, O=789999999999999999
Caso 1668: N=271504762579086624, O=269999999999999999
Caso 1669: N=478128633467395456, O=477999999999999999
Caso 1670: N=350093585376236480, O=349999999999999999
Caso 1671: N=967627480116534528, O=899999999999999999
Caso 1672: N=730528084806168448, O=699999999999999999
Caso 1673: N=177740791875386592, O=166699999999999999
Caso 1674: N=118214184215202576, O=117999999999999999
Caso 1675: N=734549307042382976, O=699999999999999999
Caso 1676: N=767863522533154816, O=699999999999999999
Caso 1677: N=360883497900156480, O=359999999999999999
Caso 1678: N=160027809682163008, O=159999999999999999
Caso 1679: N=526136788633785536, O=499999999999999999
Caso 1680: N=735386949530471936, O=699999999999999999
Caso 1681: N=478272308424185216, O=477999999999999999
Caso 1682: N=394155014983893248, O=389999999999999999
Caso 1683: N=283938379627504224, O=279999999999999999
Caso 1684: N=323578524066321152, O=299999999999999999
Caso 1685: N=702974236042021760, O=699999999999999999
Caso 1686: N=694486361840467072, O=689999999999999999
Caso 1687: N=54631185166596152, O=49999999999999999
Caso 1688: N=998094775897142400, O=889999999999999999
Caso 1689: N=832249043406724224, O=799999999999999999
Caso 1690: N=234780583339528224, O=234779999999999999
Caso 1691: N=781734262796702720, O=779999999999999999
Caso 1692: N=853444241369618432, O=799999999999999999
Caso 1693: N=770930618770562304, O=669999999999999999
Caso 1694: N=637649999422417792, O=599999999999999999
Caso 1695: N=788923866134628096, O=788899999999999999
Caso 1696: N=585335709557901312, O=579999999999999999
Caso 1697: N=276677053543711968, O=269999999999999999
Caso 1698: N=3036531941316256, O=2999999999999999
Caso 1699: N=106470003268934304, O=99999999999999999
Caso 1700: N=381900064529914624, O=379999999999999999
Caso 1701: N=503862414224176896, O=499999999999999999
Caso 1702: N=318040358142449216, O=299999999999999999
Caso 1703: N=101884803738411136, O=99999999999999999
Caso 1704: N=538870192369047552, O=499999999999999999
Caso 1705: N=895580210552871040, O=889999999999999999
Caso 1706: N=582970268607202944, O=579999999999999999
Caso 1707: N=841692781817051008, O=799999999999999999
Caso 1708: N=514936052484212672, O=499999999999999999
Caso 1709: N=142171920929661136, O=139999999999999999
Caso 1710: N=227743063847110624, O=226699999999999999
Caso 1711: N=233303922429547776, O=222299999999999999
Caso 1712: N=960874461574321664, O=899999999999999999
Caso 1713: N=249890812447740928, O=248999999999999999
Caso 1714: N=38266970254978720, O=37999999999999999
Caso 1715: N=274290364155175936, O=269999999999999999
Caso 1716: N=979686657070296832, O=899999999999999999
Caso 1717: N=244755576888890368, O=244699999999999999
Caso 1718: N=864201826020962944, O=799999999999999999
Caso 1719: N=670938367810419072, O=669999999999999999
Caso 1720: N=504858761761376000, O=499999999999999999
Caso 1721: N=674344510722813056, O=669999999999999999
Caso 1722: N=837496904446609280, O=799999999999999999
Caso 1723: N=678766914450785792, O=677999999999999999
Caso 1724: N=219993634238661152, O=199999999999999999
Caso 1725: N=864225222267926912, O=799999999999999999
Caso 1726: N=695364454134195840, O=689999999999999999
Caso 1727: N=264775027683312288, O=259999999999999999
Caso 1728: N=885445278903169024, O=779999999999999999
Caso 1729: N=835911131308754688, O=799999999999999999
Caso 1730: N=71855577967332104, O=69999999999999999
Caso 1731: N=594500107904442880, O=589999999999999999
Caso 1732: N=286219436721749536, O=279999999999999999
Caso 1733: N=899680908359332864, O=888999999999999999
Caso 1734: N=298962278323833920, O=289999999999999999
Caso 1735: N=406539781618562944, O=399999999999999999
Caso 1736: N=270287420468507744, O=269999999999999999
Caso 1737: N=198292106639414752, O=189999999999999999
Caso 1738: N=341177629549906688, O=339999999999999999
Caso 1739: N=53010245769035904, O=49999999999999999
Caso 1740: N=507592460687631872, O=499999999999999999
Caso 1741: N=896566135934805888, O=889999999999999999
Caso 1742: N=976703967887367808, O=899999999999999999
Caso 1743: N=856484377991307264, O=799999999999999999
Caso 1744: N=667411175241578112, O=666999999999999999
Caso 1745: N=287016297880041792, O=279999999999999999
Caso 1746: N=234006073033111168, O=233999999999999999
Caso 1747: N=962272884568378112, O=899999999999999999
Caso 1748: N=685365075595699968, O=679999999999999999
Caso 1749: N=813136797260727680, O=799999999999999999
Caso 1750: N=394165385542874304, O=389999999999999999
Caso 1751: N=49482645824437736, O=48999999999999999
Caso 1752: N=671260288593392000, O=669999999999999999
Caso 1753: N=899665006614797440, O=888999999999999999
Caso 1754: N=577497785713129600, O=566999999999999999
Caso 1755: N=105106182075920592, O=99999999999999999
Caso 1756: N=795066145057633408, O=789999999999999999
Caso 1757: N=523075278588449152, O=499999999999999999
Caso 1758: N=47156239966460344, O=46999999999999999
Caso 1759: N=962466813727489280, O=899999999999999999
Caso 1760: N=180726247615314208, O=179999999999999999
Caso 1761: N=655757768778477312, O=599999999999999999
Caso 1762: N=882946870528665984, O=779999999999999999
Caso 1763: N=458664196141949760, O=457999999999999999
Caso 1764: N=436128751854381248, O=399999999999999999
Caso 1765: N=73780647214614864, O=69999999999999999
Caso 1766: N=605345196912837504, O=599999999999999999
Caso 1767: N=875235501708014848, O=799999999999999999
Caso 1768: N=952444372273342080, O=899999999999999999
Caso 1769: N=530830020703168192, O=499999999999999999
Caso 1770: N=662706749585525760, O=559999999999999999
Caso 1771: N=792067376182927488, O=789999999999999999
Caso 1772: N=517174976473441920, O=499999999999999999
Caso 1773: N=969866566187863808, O=899999999999999999
Caso 1774: N=433924487101345152, O=399999999999999999
Caso 1775: N=606664612630595072, O=599999999999999999
Caso 1776: N=102637163455493232, O=99999999999999999
Caso 1777: N=269233850085141344, O=268999999999999999
Caso 1778: N=544292654914403264, O=499999999999999999
Caso 1779: N=749201505773085952, O=699999999999999999
Caso 1780: N=915238390163121536, O=899999999999999999
Caso 1781: N=1397823504308060, O=1389999999999999
Caso 1782: N=844095365699421312, O=799999999999999999
Caso 1783: N=58352130306496552, O=57999999999999999
Caso 1784: N=920786554248263040, O=899999999999999999
Caso 1785: N=820193197414194176, O=799999999999999999
Caso 1786: N=357445262208907840, O=356999999999999999
Caso 1787: N=873716373404838528, O=799999999999999999
Caso 1788: N=97205910702379488, O=89999999999999999
Caso 1789: N=386396887900125824, O=379999999999999999
Caso 1790: N=873155558443391872, O=799999999999999999
Caso 1791: N=147728475672218368, O=146699999999999999
Caso 1792: N=608415686323284352, O=599999999999999999
Caso 1793: N=191644668516675840, O=189999999999999999
Caso 1794: N=619937245196274816, O=599999999999999999
Caso 1795: N=283255482012181216, O=279999999999999999
Caso 1796: N=941760166170677760, O=899999999999999999
Caso 1797: N=247151907074895872, O=246999999999999999
Caso 1798: N=644969982173346688, O=599999999999999999
Caso 1799: N=462663241775423744, O=459999999999999999
Caso 1800: N=806262029133504640, O=799999999999999999
Caso 1801: N=366395271600343552, O=355999999999999999
Caso 1802: N=97903727355794448, O=89999999999999999
Caso 1803: N=949947724146361728, O=899999999999999999
Caso 1804: N=250103515727543872, O=249999999999999999
Caso 1805: N=689856927154655360, O=688999999999999999
Caso 1806: N=611606135592297984, O=599999999999999999
Caso 1807: N=219599877070111968, O=199999999999999999
Caso 1808: N=23122739471496124, O=22999999999999999
Caso 1809: N=175128306507512224, O=169999999999999999
Caso 1810: N=366477671029924096, O=355999999999999999
Caso 1811: N=794192772982242176, O=789999999999999999
Caso 1812: N=683745178160068864, O=679999999999999999
Caso 1813: N=7116188812565816, O=6999999999999999
Caso 1814: N=226915231959550432, O=226899999999999999
Caso 1815: N=357249413411009472, O=356999999999999999
Caso 1816: N=329653699109602176, O=299999999999999999
Caso 1817: N=270788548201288608, O=269999999999999999
Caso 1818: N=546512067262208832, O=499999999999999999
Caso 1819: N=48771034088246680, O=47999999999999999
Caso 1820: N=117632445844695680, O=116999999999999999
Caso 1821: N=772843271405588096, O=669999999999999999
Caso 1822: N=852840298165124992, O=799999999999999999
Caso 1823: N=847874532577551744, O=799999999999999999
Caso 1824: N=930403448449501952, O=899999999999999999
Caso 1825: N=598878242763998720, O=589999999999999999
Caso 1826: N=643169437415752448, O=599999999999999999
Caso 1827: N=600309617565679744, O=599999999999999999
Caso 1828: N=646907487035583744, O=599999999999999999
Caso 1829: N=849086456257311360, O=799999999999999999
Caso 1830: N=949232721677099136, O=899999999999999999
Caso 1831: N=558195179476146624, O=557999999999999999
Caso 1832: N=477363088822448256, O=466999999999999999
Caso 1833: N=8194871668080972, O=7999999999999999
Caso 1834: N=162160547159267744, O=159999999999999999
Caso 1835: N=265135525667589792, O=259999999999999999
Caso 1836: N=735570945093903488, O=699999999999999999
Caso 1837: N=574311818052819264, O=569999999999999999
Caso 1838: N=847958238840705408, O=799999999999999999
Caso 1839: N=241947142510956832, O=239999999999999999
Caso 1840: N=238313676841563456, O=237999999999999999
Caso 1841: N=896542075938687232, O=889999999999999999
Caso 1842: N=929413134447092992, O=899999999999999999
Caso 1843: N=206547150424517312, O=199999999999999999
Caso 1844: N=245333323480286912, O=244999999999999999
Caso 1845: N=652674901385671040, O=599999999999999999
Caso 1846: N=662073793866989824, O=559999999999999999
Caso 1847: N=496124488896930624, O=489999999999999999
Caso 1848: N=483252265403835584, O=479999999999999999
Caso 1849: N=35945031244389080, O=35899999999999999
Caso 1850: N=289952082693621248, O=288899999999999999
Caso 1851: N=950535730872719488, O=899999999999999999
Caso 1852: N=332935819610201152, O=229999999999999999
Caso 1853: N=513812439268822912, O=499999999999999999
Caso 1854: N=130856343946255344, O=129999999999999999
Caso 1855: N=762937506373313792, O=699999999999999999
Caso 1856: N=702177600653138560, O=699999999999999999
Caso 1857: N=971901419666071168, O=899999999999999999
Caso 1858: N=111772280352788960, O=111669999999999999
Caso 1859: N=706987558938403200, O=699999999999999999
